"Player";"Position";"Team"
"Galloway, Langston";"PG";"NYK"
"Garnett, Kevin";"PF";"MIN"
"Gasol, Marc";"C";"MEM"
"Gasol, Pau";"PF";"CHI"
"Gay, Rudy";"SF";"SAC"
"Gee, Alonzo";"SF";"NOR"
"Gentile, Alessandro";"SG";"MIN"
"George, Paul";"SF";"IND"
"Gibson, Taj";"PF";"CHI"
"Ginobili, Manu";"SG";"SAS"
"Gladyr, Sergiy";"SG";"ATL"
"Gobert, Rudy";"C";"UTH"
"Gooden, Drew";"PF";"WAS"
"Goodwin, Archie";"SG";"PHO"
"Gordon, Aaron";"PF";"ORL"
"Gordon, Eric";"SG";"NOR"
"Gortat, Marcin";"PF";"WAS"
"Graham, Treveon";"SG";"UTH"
"Granger, Danny";"SF";"DET"
"Grant, Jerami";"SF";"PHI"
"Grant, Jerian";"PG";"NYK"
"Green, Danny";"SF";"SAS"
"Green, Draymond";"SF";"GSW"
"Green, Erick";"PG";"DEN"
"Green, Gerald";"SG";"MIA"
"Green, JaMychal";"PF";"MEM"
"Green, Jeff";"PF";"MEM"
"Griffin, Adrian";"SG";"MIL"
"Griffin, Blake";"PF";"LAC"
"Gudaitis, Arturas";"C";"SAC"
"Gutierrez, Jorge";"PG";"MIL"
"Hairston, P.J.";"SG";"CHA"
"Halperin, Yotam";"SG";"OKC"
"Hamilton, Jordan";"SG";"LAC"
"Hanlan, Olivier";"PG";"UTH"
"Hansbrough, Tyler";"PF";"CHA"
"Hardaway Jr., Tim";"SG";"ATL"
"Harden, James";"SG";"HOU"
"Harkless, Maurice";"SF";"POR"
"Harrell, Montrezl";"PF";"HOU"
"Harris, Devin";"PG";"DAL"
"Harris, Gary";"SG";"DEN"
"Harris, Joe";"SG";"CLE"
"Harris, Tobias";"SF";"ORL"
"Harrison, Aaron";"SG";"CHA"
"Harrison, Andrew";"PG";"MEM"
"Harvey, Tyler";"SG";"ORL"
"Haslem, Udonis";"PF";"MIA"
"Hawes, Spencer";"C";"CHA"
"Hawkins, Corey";"PG";"MIA"
"Hayward, Gordon";"SF";"UTH"
"Henderson, Gerald";"SG";"POR"
"Henson, John";"C";"MIL"
"Hernangomez, Willy";"C";"PHI"
"Hezonja, Mario";"SF";"ORL"
"Hibbert, Roy";"C";"LAL"
"Hickson, JJ";"PF";"DEN"
"Hill, George";"PG";"IND"
"Hill, Jordan";"PF";"IND"
"Hill, Solomon";"SF";"IND"
"Hilliard, Darrun";"SF";"DET"
"Hinrich, Kirk";"PG";"CHI"
"Holiday, Jrue";"PG";"NOR"
"Holiday, Justin";"SG";"ATL"
"Hollis-Jefferson, Rondae";"SF";"BKN"
"Hollis-Jefferson, Rondae";"SF";"BKN"
"Holmes, Jonathan";"SF";"LAL"
"Holmes, Richaun";"PF";"PHI"
"Hood, Rodney";"SG";"UTH"
"Horford, Al";"C";"ATL"
"Howard, Dwight";"C";"HOU"
"Hudson, Lester";"SG";"LAC"
"Huestis, Josh";"SF";"OKC"
"Humphries, Kris";"PF";"WAS"
"Hunter, R.J.";"SG";"BOS"
"Ibaka, Serge";"PF";"OKC"
"Iguodala, Andre";"SG";"GSW"
"Ilyasova, Ersan";"SF";"DET"
"Ingles, Joe";"SF";"UTH"
"Inglis, Damien";"SF";"MIL"
"Irving, Kyrie";"PG";"CLE"
"Jack, Jarrett";"PG";"BKN"
"Jackson, Reggie";"PG";"DET"
"James, LeBron";"SF";"CLE"
"Jefferson, Al";"C";"CHA"
"Jefferson, Richard";"SF";"CLE"
"Jenkins, John";"SG";"DAL"
"Jennings, Brandon";"PG";"DET"
"Jerebko, Jonas";"SF";"BOS"
"Jerrett, Grant";"PF";"UTH"
"Johnson, Amir";"SF";"BOS"
"Johnson, Chris";"SF";"UTH"
"Johnson, Dakari";"C";"OKC"
"Johnson, James";"PF";"TOR"
"Johnson, Joe";"SG";"BKN"
"Johnson, Nick";"SG";"DEN"
"Johnson, Stanley";"SF";"DET"
"Johnson, Tyler";"SG";"MIA"
"Johnson, Wesley";"SG";"LAC"
"Jokic, Nikola";"C";"DEN"
"Jones, James";"SF";"CLE"
"Jones, Perry";"SF";"BOS"
"Jones, Terrence";"PF";"HOU"
"Jones, Tyus";"PG";"MIN"
"Jordan, DeAndre";"C";"LAC"
"Joseph, Cory";"PG";"TOR"
"Kaman, Chris";"C";"POR"
"Kaminsky, Frank";"C";"CHA"
"Kanter, Enes";"C";"OKC"
"Karasev, Sergey";"SG";"BKN"
"Kelly, Ryan";"PF";"LAL"
"Kennedy, D.J.";"SG";"CLE"
"Kidd-Gilchrist, Michael";"SF";"CHA"
"Knight, Brandon";"PG";"PHO"
"Korver, Kyle";"SG";"ATL"
"Koufos, Kosta";"C";"SAC"
"LaVine, Zach";"PG";"MIN"
"Lalanne, Cady";"C";"SAS"
"Lamb, Jeremy";"SG";"CHA"
"Landry, Carl";"PF";"PHI"
"Larkin, Shane";"PG";"BKN"
"Lauvergne, Joffrey";"PF";"DEN"
"Lawson, Ty";"PG";"HOU"
"Lee, Courtney";"SG";"MEM"
"Lee, David";"C";"BOS"
"Len, Alex";"C";"PHO"
"Leonard, Kawhi";"SF";"SAS"
"Leonard, Meyers";"C";"POR"
"Leuer, Jon";"PF";"PHO"
"Leunen, Maarty";"SF";"HOU"
"Lillard, Damian";"PG";"POR"
"Lin, Jeremy";"PG";"CHA"
"Livingston, Shaun";"PG";"GSW"
"Llull, Sergio";"PG";"HOU"
"Looney, Kevon";"SF";"GSW"
"Lopez, Brook";"C";"BKN"
"Lopez, Robin";"C";"NYK"
"Love, Kevin";"PF";"CLE"
"Lowry, Kyle";"PG";"TOR"
"Lyles, Trey";"PF";"UTH"
"Mack, Shelvin";"PG";"ATL"
"Mahinmi, Ian";"C";"IND"
"Marble, Devyn";"SF";"ORL"
"Marjanovic, Boban";"C";"SAS"
"Martin, Cartier";"PF";"DET"
"Martin, Jarell";"PF";"MEM"
"Martin, Kevin";"SG";"MIN"
"Matthews, Wesley";"SG";"DAL"
"Mavrokefalidis, Loukas";"C";"MIN"
"Mayo, O.J.";"SG";"MIL"
"McAdoo, James";"SF";"GSW"
"McCallum, Ray Jr.";"PG";"SAS"
"McClinton, Jack";"SG";"SAS"
"McCollum, CJ";"SG";"POR"
"McCullough, Chris";"PF";"BKN"
"McCullough, Chris";"PF";"BKN"
"McDaniels, K.J.";"SG";"HOU"
"McDermott, Doug";"SF";"CHI"
"McGary, Mitch";"PF";"OKC"
"McGee, JaVale";"C";"DAL"
"McLemore, Ben";"SG";"SAC"
"McRoberts, Josh";"PF";"MIA"
"Meeks, Jodie";"SG";"DET"
"Mejri, Salah";"C";"DAL"
"Mickey, Jordan";"PF";"BOS"
"Middleton, Khris";"SG";"MIL"
"Miles, C.J.";"SF";"IND"
"Miller, Andre";"PG";"MIN"
"Miller, Mike";"SF";"POR"
"Miller, Quincy";"PF";"BKN"
"Mills, Patty";"PG";"SAS"
"Millsap, Elijah";"SG";"UTH"
"Millsap, Paul";"PF";"ATL"
"Milutinov, Nikola";"C";"SAS"
"Mirotic, Nikola";"PF";"CHI"
"Mitrovic, Luka";"SF";"SAC"
"Monroe, Greg";"C";"MIL"
"Montero, Luis";"SG";"POR"
"Moore, E'Twaun";"SG";"CHI"
"Morris, Marcus";"PF";"DET"
"Morris, Markieff";"PF";"PHO"
"Morrow, Anthony";"SG";"OKC"
"Motiejunas, Donatas";"PF";"HOU"
"Mozgov, Timofey";"C";"CLE"
"Mudiay, Emmanuel";"PG";"DEN"
"Muhammad, Shabazz";"SF";"MIN"
"Muscala, Mike";"PF";"ATL"
"N'Dumba-Capela, Clint";"C";"HOU"
"Nance, Larry Jr.";"PF";"LAL"
"Napier, Shabazz";"PG";"ORL"
"Ndour, Maurice";"SF";"DAL"
"Neal, Gary";"PG";"WAS"
"Nelson, Jameer";"PG";"DEN"
"Nene";"C";"WAS"
"Neto, Raulzinho";"PG";"ATL"
"Newley, Brad";"SG";"HOU"
"Nicholson, Andrew";"PF";"ORL"
"Nivins, Ahmad";"PF";"DAL"
"Noah, Joakim";"C";"CHI"
"Noel, Nerlens";"C";"PHI"
"Nogueira, Lucas";"C";"TOR"
"Norel, Henk";"PF";"MIN"
"Novak, Steve";"SF";"OKC"
"Nowitzki, Dirk";"PF";"DAL"
"Nurkic, Jusuf";"C";"DEN"
"O'Brien, J.J.";"SF";"UTH"
"O'Bryant, Johnny";"PF";"MIL"
"O'Quinn, Kyle";"PF";"NYK"
"Okafor, Jahlil";"C";"PHI"
"Oladipo, Victor";"SG";"ORL"
"Olynyk, Kelly";"C";"BOS"
"Oubre, Kelly";"SF";"WAS"
"Pachulia, Zaza";"C";"DAL"
"Padgett, David";"C";"MIA"
"Papanikolaou, Kostas";"SF";"DEN"
"Parker, Jabari";"SF";"MIL"
"Parker, Tony";"PG";"SAS"
"Parsons, Chandler";"SF";"DAL"
"Patterson, Lamar";"SG";"ATL"
"Patterson, Patrick";"PF";"TOR"
"Paul, Chris";"PG";"LAC"
"Payne, Adreian";"PF";"MIN"
"Payne, Cameron";"PG";"OKC"
"Payton, Elfrid";"PG";"ORL"
"Pekovic, Nikola";"C";"MIN"
"Perkins, Kendrick";"C";"NOR"
"Petteway, Terran";"SF";"ATL"
"Pierce, Paul";"SF";"LAC"
"Plumlee, Mason";"PF";"POR"
"Plumlee, Miles";"C";"MIL"
"Pointer, Sir'Dominic";"SG";"CLE"
"Pondexter, Quincy";"SF";"NOR"
"Porter, Otto";"SF";"WAS"
"Portis, Bobby";"PF";"CHI"
"Porzingis, Kristaps";"PF";"NYK"
"Powell, Dwight";"PF";"DAL"
"Powell, Norman";"SG";"TOR"
"Preldzic, Emir";"SF";"CLE"
"Pressey, Phil";"PG";"POR"
"Prestes, Paulo";"C";"MIN"
"Price, Ronnie";"PG";"PHO"
"Prigioni, Pablo";"PG";"LAC"
"Prince, Tayshaun";"SF";"MIN"
"Radicevic, Nikola";"PG";"DEN"
"Rakovic, Milovan";"PF";"ORL"
"Randle, Julius";"PF";"LAL"
"Randolph, Zach";"PF";"MEM"
"Redick, J.J.";"SG";"LAC"
"Reed, Willie";"PF";"BKN"
"Richards, Jason";"PG";"MIA"
"Richards, Ryan";"PF";"SAS"
"Richardson, Jason";"SG";"ATL"
"Richardson, Josh";"SG";"MIA"
"Rivers, Austin";"SG";"LAC"
"Roberson, Andre";"SG";"OKC"
"Roberts, Brian";"PG";"CHA"
"Robinson, Glenn";"SF";"IND"
"Robinson, Thomas";"PF";"BKN"
"Rondo, Rajon";"PG";"SAC"
"Rose, Derrick";"PG";"CHI"
"Ross, Terrence";"SF";"TOR"
"Rozier, Terry";"PG";"BOS"
"Rubio, Ricky";"PG";"MIN"
"Rudez, Damjan";"SF";"MIN"
"Rush, Brandon";"SG";"GSW"
"Russell, D'Angelo";"PG";"LAL"
"Sacre, Robert";"C";"LAL"
"Sampson, JaKarr";"SG";"PHI"
"Schroder, Dennis";"PG";"ATL"
"Scola, Luis";"PF";"TOR"
"Scott, Mike";"PF";"ATL"
"Scott, Shannon";"PG";"TOR"
"Sefolosha, Thabo";"SF";"ATL"
"Seibutis, Renaldas";"SG";"DAL"
"Seraphin, Kevin";"PF";"NYK"
"Sessions, Ramon";"PG";"WAS"
"Shumpert, Iman";"SG";"CLE"
"Simmons, Jonathon";"SG";"SAS"
"Singh, Satnam";"C";"DAL"
"Singler, Kyle";"SF";"OKC"
"Sloan, Donald";"PG";"BKN"
"Smart, Marcus";"PG";"BOS"
"Smith, Jason";"PF";"ORL"
"Smith, Josh";"SF";"LAC"
"Smith, Russ";"PG";"MEM"
"Snell, Tony";"SF";"CHI"
"Speights, Marreese";"PF";"GSW"
"Splitter, Tiago";"PF";"ATL"
"Stauskas, Nik";"SG";"PHI"
"Stephenson, Lance";"SG";"LAC"
"Stockton, David";"PG";"SAC"
"Stokes, Jarnell";"PF";"MEM"
"Stoudemire, Amar'e";"PF";"MIA"
"Stuckey, Rodney";"PG";"IND"
"Sullinger, Jared";"PF";"BOS"
"Tavares, Walter";"C";"ATL"
"Teague, Jeff";"PG";"ATL"
"Teletovic, Mirza";"PF";"PHO"
"Temple, Garrett";"SG";"WAS"
"Terry, Jason";"SG";"HOU"
"Thomas, Adonis";"SG";"DET"
"Thomas, Isaiah";"PG";"BOS"
"Thomas, Lance";"SF";"NYK"
"Thompson, Hollis";"SG";"PHI"
"Thompson, Jason";"PF";"GSW"
"Thompson, Klay";"SG";"GSW"
"Thompson, Tristan";"C";"CLE"
"Thornton, Marcus";"SG";"HOU"
"Tokoto, J.P.";"SG";"PHI"
"Tolliver, Anthony";"PF";"DET"
"Tomic, Ante";"PF";"UTH"
"Towns, Karl-Anthony";"C";"MIN"
"Tucker, P.J.";"SF";"PHO"
"Turner, Evan";"SG";"BOS"
"Turner, Myles";"PF";"IND"
"Udrih, Beno";"PG";"MEM"
"Ugboaja, Ejike";"PF";"CLE"
"Valanciunas, Jonas";"C";"TOR"
"Varejao, Anderson";"C";"CLE"
"Vasquez, Greivis";"PG";"MIL"
"Vaughn, Rashad";"SG";"MIL"
"Vaulet, Juan";"SF";"BKN"
"Vaulet, Juan";"SF";"BKN"
"Veremeenko, Vladimir";"PF";"WAS"
"Villanueva, Charlie";"PF";"DAL"
"Vonleh, Noah";"PF";"POR"
"Vucevic, Nikola";"C";"ORL"
"Vujacic, Sasha";"SG";"NYK"
"Wade, Dwyane";"SG";"MIA"
"Waiters, Dion";"SG";"OKC"
"Walker, Kemba";"PG";"CHA"
"Wall, John";"PG";"WAS"
"Wallace, Gerald";"SF";"PHI"
"Warren, T.J.";"SF";"PHO"
"Watson, C.J.";"PG";"ORL"
"Webster, Martell";"SG";"WAS"
"Weems, Sonny";"SG";"PHO"
"West, David";"PF";"SAS"
"Westbrook, Russell";"PG";"OKC"
"Whiteside, Hassan";"C";"MIA"
"Whittington, Shayne";"PF";"IND"
"Wiggins, Andrew";"SF";"MIN"
"Wilcox, C.J.";"SG";"LAC"
"Williams, Deron";"PG";"DAL"
"Williams, Derrick";"PF";"NYK"
"Williams, Lou";"SG";"LAL"
"Williams, Marvin";"PF";"CHA"
"Williams, Mo";"PG";"CLE"
"Williams, Reggie";"SF";"SAS"
"Wilson, Jamil";"SF";"DAL"
"Winslow, Justise";"SG";"MIA"
"Withey, Jeff";"C";"UTH"
"Wright, Brandan";"PF";"MEM"
"Wright, Delon";"PG";"TOR"
"Wroten, Tony";"SG";"PHI"
"Young, James";"SG";"BOS"
"Young, Joseph";"PG";"IND"
"Young, Nick";"SG";"LAL"
"Young, Thaddeus";"SF";"BKN"
"Zeller, Cody";"PF";"CHA"
"Zeller, Tyler";"C";"BOS"
