"Player";"Position";"Team"
"Bosh, Chris";"PF";"MIA"
"Bradley, Avery";"PG";"BOS"
"Brand, Elton";"PF";"PHI"
"Brewer, Corey";"SF";"HOU"
"Brogdon, Malcolm";"SG";"MIL"
"Brooks, Aaron";"PG";"IND"
"Brown, Anthony";"SF";"LAL"
"Brown, Bobby";"PG";"HOU"
"Brown, Jaylen";"SF";"BOS"
"Brown, Lorenzo";"PG";"DET"
"Brussino, Nicolas";"SF";"DAL"
"Budinger, Chase";"SF";"BKN"
"Bullock, Reggie";"SF";"DET"
"Burke, Trey";"PG";"WAS"
"Burks, Alec";"SG";"UTH"
"Butler, Jimmy";"SG";"CHI"
"Bynum, Will";"PG";"ATL"
"Caboclo, Bruno";"SF";"TOR"
"Calderon, Jose";"PG";"LAL"
"Caldwell-Pope, Kentavious";"SG";"DET"
"Canaan, Isaiah";"PG";"CHI"
"Carroll, DeMarre";"SF";"TOR"
"Carter, Vince";"SG";"MEM"
"Carter-Williams, Michael";"PG";"MIL"
"Caruso, Alex";"SG";"OKC"
"Casspi, Omri";"SF";"SAC"
"Cauley-Stein, Willie";"C";"SAC"
"Chandler, Tyson";"C";"PHO"
"Chandler, Wilson";"SF";"DEN"
"Chriss, Marquese";"PF";"PHO"
"Christmas, Rakeem";"PF";"IND"
"Christon, Semaj";"PG";"OKC"
"Clark, Ian";"SG";"GSW"
"Clarkson, Jordan";"PG";"LAL"
"Collins, Dwayne";"PF";"PHO"
"Collinsworth, Kyle";"PG";"DAL"
"Collison, Darren";"PG";"SAC"
"Collison, Nick";"PF";"OKC"
"Conley, Mike";"PG";"MEM"
"Connaughton, Pat";"SG";"POR"
"Cook, Elgin";"SF";"GSW"
"Cook, Quinn";"PG";"NOR"
"Cooke, Derek";"PF";"PHO"
"Copeland, Chris";"SF";"NOR"
"Costello, Matt";"SF";"ATL"
"Cousins, DeMarcus";"C";"SAC"
"Cousins, Isaiah";"PG";"SAC"
"Covington, Robert";"SF";"PHI"
"Crabbe, Allen";"SG";"POR"
"Crawford, Drew";"SG";"TOR"
"Crawford, Jamal";"SG";"LAC"
"Crowder, Jae";"SF";"BOS"
"Cunningham, Dante";"SF";"NOR"
"Curry, Seth";"SG";"DAL"
"Curry, Stephen";"PG";"GSW"
"Daniels, Troy";"SG";"MEM"
"Davis, Anthony";"PF";"NOR"
"Davis, Deyonta";"PF";"MEM"
"Davis, Ed";"PF";"POR"
"Dawson, Branden";"SF";"ORL"
"Dawson, Eric";"PF";"UTH"
"Dawson, Shawn";"SG";"NOR"
"DeRozan, DeMar";"SG";"TOR"
"Dedmon, DeWayne";"C";"SAS"
"Dekker, Sam";"SF";"HOU"
"Delaney, Malcolm";"PG";"ATL"
"Dellavedova, Matthew";"PG";"MIL"
"Deng, Luol";"SF";"LAL"
"Diallo, Cheick";"PF";"NOR"
"Diaw, Boris";"PF";"UTH"
"Dieng, Gorgui";"C";"MIN"
"Dinwiddie, Spencer";"PG";"CHI"
"Dragic, Goran";"PG";"MIA"
"Drummond, Andre";"C";"DET"
"Dudley, Jared";"SF";"PHO"
"Dunleavy, Mike";"SF";"CLE"
"Dunn, Kris";"PG";"MIN"
"Durant, Kevin";"SF";"GSW"
"Eddie, Jarell";"SG";"WAS"
"Eliyahu, Lior";"PF";"HOU"
"Ellenson, Henry";"PF";"DET"
"Ellington, Wayne";"SG";"MIA"
"Ellis, Monta";"PG";"IND"
"Ellis, Perry";"PF";"CHA"
"Elonu, Chinemelu";"C";"LAL"
"Embiid, Joel";"C";"PHI"
"Ennis, James";"SF";"MEM"
"Ennis, Tyler";"PG";"HOU"
"Evans, Jeremy";"SF";"IND"
"Evans, Tyreke";"PG";"NOR"
"Exum, Dante";"PG";"UTH"
"Ezeli, Festus";"C";"POR"
"Faried, Kenneth";"PF";"DEN"
"Farmar, Jordan";"PG";"SAC"
"Favors, Derrick";"PF";"UTH"
"Felder, Kay";"PG";"CLE"
"Felicio, Cristiano";"PF";"CHI"
"Felton, Raymond";"PG";"LAC"
"Ferrell, Yogi";"PG";"BKN"
"Finney-Smith, Dorian";"SF";"DAL"
"Forbes, Bryn";"SG";"SAS"
"Ford, Quincy";"SG";"UTH"
"Fournier, Evan";"SG";"ORL"
"Foye, Randy";"PG";"BKN"
"Frazier, Tim";"PG";"NOR"
"Frye, Channing";"C";"CLE"
"Gallinari, Danilo";"SF";"DEN"
"Galloway, Langston";"SG";"NOR"
"Garino, Patricio";"SG";"SAS"
"Garnett, Kevin";"PF";"MIN"
"Gasol, Marc";"C";"MEM"
"Gasol, Pau";"PF";"SAS"
"Gay, Rudy";"SF";"SAC"
"Gbinije, Michael";"SG";"DET"
"Gee, Alonzo";"SG";"NOR"
"Gentile, Alessandro";"SG";"MIN"
"George, Paul";"SF";"IND"
"Gibson, Jonathan";"PG";"DAL"
"Gibson, Taj";"PF";"CHI"
"Ginobili, Manu";"SG";"SAS"
"Gladyr, Sergiy";"PG";"ATL"
"Gobert, Rudy";"C";"UTH"
"Goodwin, Archie";"SG";"PHO"
"Gordon, Aaron";"PF";"ORL"
"Gordon, Eric";"SG";"HOU"
"Gortat, Marcin";"PF";"WAS"
"Graham, Treveon";"SG";"CHA"
"Grant, Jerami";"SF";"PHI"
"Grant, Jerian";"PG";"CHI"
"Green, Danny";"SF";"SAS"
"Green, Draymond";"PF";"GSW"
"Green, Gerald";"SF";"BOS"
"Green, JaMychal";"PF";"MEM"
"Green, Jeff";"PF";"ORL"
"Griffin, Adrian";"SG";"MIL"
"Griffin, Blake";"PF";"LAC"
"Gutierrez, Jorge";"PG";"BKN"
"Halperin, Yotam";"PG";"OKC"
"Hamilton, Justin";"PF";"BKN"
"Hammons, A.J.";"C";"DAL"
"Hardaway Jr., Tim";"SG";"ATL"
"Harden, James";"SG";"HOU"
"Harkless, Maurice";"SF";"POR"
"Harrell, Montrezl";"PF";"HOU"
"Harris, Devin";"PG";"DAL"
"Harris, Gary";"SG";"DEN"
"Harris, Joe";"SG";"BKN"
"Harris, Tobias";"SF";"DET"
"Harrison, Aaron";"SG";"CHA"
"Harrison, Andrew";"PG";"MEM"
"Harrison, Shaquille";"PG";"PHO"
"Haslem, Udonis";"PF";"MIA"
"Hawes, Spencer";"C";"CHA"
"Hayward, Gordon";"SF";"UTH"
"Henderson, Gerald";"SG";"PHI"
"Henry, Xavier";"SG";"MIL"
"Henson, John";"PF";"MIL"
"Hernangomez, Juan";"PF";"DEN"
"Hernangomez, Willy";"C";"NYK"
"Hezonja, Mario";"SG";"ORL"
"Hibbert, Roy";"C";"CHA"
"Hield, Buddy";"SG";"NOR"
"Hill, George";"PG";"UTH"
"Hill, Jordan";"PF";"MIN"
"Hill, Solomon";"SF";"NOR"
"Hilliard, Darrun";"SF";"DET"
"Holiday, Jrue";"PG";"NOR"
"Holiday, Justin";"SG";"NYK"
"Hollis-Jefferson, Rondae";"SG";"BKN"
"Holmes, Richaun";"PF";"PHI"
"Hood, Rodney";"SG";"UTH"
"Horford, Al";"C";"BOS"
"Hornsby, Keith";"PG";"DAL"
"House, Danuel";"SG";"WAS"
"Howard, Dwight";"C";"ATL"
"Huertas, Marcelo";"PG";"LAL"
"Huestis, Josh";"SF";"OKC"
"Hummel, Robbie";"SF";"DEN"
"Humphries, Kris";"PF";"ATL"
"Hunter, R.J.";"SG";"BOS"
"Hunter, Vince";"SF";"CHI"
"Ibaka, Serge";"PF";"ORL"
"Iguodala, Andre";"SG";"GSW"
"Ilyasova, Ersan";"SF";"OKC"
"Ingles, Joe";"SF";"UTH"
"Ingram, Brandon";"SF";"LAL"
"Irving, Kyrie";"PG";"CLE"
"Jack, Jarrett";"PG";"ATL"
"Jackson, Demetrius";"PG";"BOS"
"Jackson, Reggie";"PG";"DET"
"Jacobs, Julian";"PG";"LAL"
"James, LeBron";"SF";"CLE"
"Jankovic, Stefan";"PF";"MIA"
"Jean-Charles, Livio";"SF";"SAS"
"Jefferson, Al";"C";"IND"
"Jefferson, Richard";"SF";"CLE"
"Jenkins, John";"SG";"PHO"
"Jennings, Brandon";"PG";"NYK"
"Jerebko, Jonas";"SF";"BOS"
"Jerrett, Grant";"PF";"POR"
"Jianlian, Yi";"PF";"LAL"
"Johnson, Amir";"SF";"BOS"
"Johnson, Brice";"PF";"LAC"
"Johnson, Chris";"SF";"UTH"
"Johnson, James";"PF";"MIA"
"Johnson, Joe";"SG";"UTH"
"Johnson, Nick";"SG";"ORL"
"Johnson, Orlando";"SG";"MIL"
"Johnson, Stanley";"SF";"DET"
"Johnson, Tyler";"SG";"MIA"
"Johnson, Wesley";"SF";"LAC"
"Jokic, Nikola";"C";"DEN"
"Jones Jr., Derrick,";"SF";"PHO"
"Jones, Cameron";"SG";"GSW"
"Jones, Damian";"C";"GSW"
"Jones, James";"SF";"CLE"
"Jones, Terrence";"PF";"NOR"
"Jones, Tyus";"PG";"MIN"
"Jordan, DeAndre";"C";"LAC"
"Joseph, Cory";"PG";"TOR"
"Kaminsky, Frank";"C";"CHA"
"Kanter, Enes";"C";"OKC"
"Kelly, Ryan";"PF";"ATL"
"Kennedy, D.J.";"PG";"CLE"
"Kennedy, D.J.";"SG";"DEN"
"Kidd-Gilchrist, Michael";"SF";"CHA"
"Kilpatrick, Sean";"SG";"BKN"
"Knight, Brandon";"PG";"PHO"
"Korver, Kyle";"SG";"ATL"
"Koufos, Kosta";"C";"SAC"
"Kuzminskas, Mindaugas";"SF";"NYK"
"LaVine, Zach";"PG";"MIN"
"Labissiere, Skal";"PF";"SAC"
"Lamb, Jeremy";"SG";"CHA"
"Laprovittola, Nicolas";"PG";"SAS"
"Lauvergne, Joffrey";"C";"OKC"
"Lawson, Ty";"PG";"SAC"
"Layman, Jake";"SF";"POR"
"LeVert, Caris";"SG";"BKN"
"Lee, Courtney";"SG";"NYK"
"Lee, David";"C";"SAS"
"Len, Alex";"C";"PHO"
"Leonard, Kawhi";"SF";"SAS"
"Leonard, Meyers";"PF";"POR"
"Leuer, Jon";"PF";"DET"
"Leunen, Maarty";"SF";"HOU"
"Lillard, Damian";"PG";"POR"
"Lin, Jeremy";"PG";"BKN"
"Livingston, Shaun";"PG";"GSW"
"Llull, Sergio";"PG";"HOU"
"Long, Shawn";"PF";"PHI"
"Looney, Kevon";"SF";"GSW"
"Lopez, Brook";"C";"BKN"
"Lopez, Robin";"C";"CHI"
"Love, Kevin";"PF";"CLE"
"Lowry, Kyle";"PG";"TOR"
"Lucas, John";"PG";"MIN"
"Luwawu, Timothe";"SG";"PHI"
"Lyles, Trey";"PF";"UTH"
"Mack, Shelvin";"PG";"UTH"
"Mahinmi, Ian";"C";"WAS"
"Maker, Thon";"PF";"MIL"
"Marjanovic, Boban";"C";"DET"
"Martin, Jarell";"PF";"MEM"
"Martin, Kevin";"SG";"SAS"
"Matthews, Wesley";"SG";"DAL"
"Mavrokefalidis, Loukas";"C";"MIN"
"Mbah a Moute, Luc";"SF";"LAC"
"McAdoo, James";"SF";"GSW"
"McCallum Jr., Ray";"PG";"DET"
"McCaw, Patrick";"PG";"GSW"
"McClellan, Sheldon";"SG";"WAS"
"McClinton, Jack";"PG";"SAS"
"McCollum, CJ";"SG";"POR"
"McConnell, T.J.";"PG";"PHI"
"McCullough, Chris";"PF";"BKN"
"McDaniels, K.J.";"SG";"HOU"
"McDermott, Doug";"SF";"CHI"
"McGary, Mitch";"PF";"OKC"
"McGee, JaVale";"C";"GSW"
"McGruder, Rodney";"SG";"MIA"
"McLemore, Ben";"SG";"SAC"
"McRae, Jordan";"SG";"CLE"
"McRoberts, Josh";"PF";"MIA"
"Meeks, Jodie";"SG";"ORL"
"Mejri, Salah";"C";"DAL"
"Mickey, Jordan";"PF";"BOS"
"Middleton, Khris";"SG";"MIL"
"Miles, C.J.";"SF";"IND"
"Miller, Mike";"SF";"DEN"
"Mills, Patty";"PG";"SAS"
"Millsap, Paul";"PF";"ATL"
"Mirotic, Nikola";"PF";"CHI"
"Mockevicius, Egidijus";"PF";"BKN"
"Monroe, Greg";"C";"MIL"
"Montero, Luis";"SG";"POR"
"Moore, E'Twaun";"SG";"NOR"
"Moreira, Yanick";"C";"TOR"
"Morris, Marcus";"PF";"DET"
"Morris, Markieff";"PF";"WAS"
"Morrow, Anthony";"SG";"OKC"
"Mozgov, Timofey";"C";"LAL"
"Mudiay, Emmanuel";"PG";"DEN"
"Muhammad, Shabazz";"SF";"MIN"
"Murphy, Kevin";"SG";"ORL"
"Murray, Dejounte";"PG";"SAS"
"Murray, Jamal";"SG";"DEN"
"Murry, Toure'";"SF";"MIN"
"Muscala, Mike";"PF";"ATL"
"N'Dumba-Capela, Clint";"C";"HOU"
"Nance Jr., Larry";"PF";"LAL"
"Napier, Shabazz";"PG";"POR"
"Ndour, Maurice";"SF";"NYK"
"Nelson, Jameer";"PG";"DEN"
"Nene";"C";"HOU"
"Neto, Raul";"PG";"UTH"
"Newley, Brad";"SG";"HOU"
"Niang, Georges";"SF";"IND"
"Nicholson, Andrew";"PF";"WAS"
"Nivins, Ahmad";"PF";"DAL"
"Noah, Joakim";"C";"NYK"
"Noel, Nerlens";"PF";"PHI"
"Nogueira, Lucas";"C";"TOR"
"Norel, Henk";"PF";"MIN"
"Novak, Steve";"SF";"MIL"
"Nowitzki, Dirk";"PF";"DAL"
"Nurkic, Jusuf";"C";"DEN"
"O'Brien, JJ";"SF";"MIL"
"O'Quinn, Kyle";"PF";"NYK"
"Ochefu, Daniel";"PF";"WAS"
"Okafor, Jahlil";"C";"PHI"
"Oladipo, Victor";"SG";"OKC"
"Olynyk, Kelly";"C";"BOS"
"Onuaku, Arinze";"PF";"ORL"
"Onuaku, Chinanu";"PF";"HOU"
"Oubre, Kelly";"SF";"WAS"
"Pachulia, Zaza";"C";"GSW"
"Padgett, David";"C";"MIA"
"Paige, Marcus";"PG";"UTH"
"Papagiannis, Giorgios";"C";"SAC"
"Parker, Jabari";"PF";"MIL"
"Parker, Tony";"PG";"SAS"
"Parsons, Chandler";"SF";"MEM"
"Patterson, Lamar";"SG";"SAC"
"Patterson, Patrick";"PF";"TOR"
"Paul, Brandon";"SG";"PHI"
"Paul, Chris";"PG";"LAC"
"Payne, Adreian";"PF";"MIN"
"Payne, Cameron";"PG";"OKC"
"Payton, Elfrid";"PG";"ORL"
"Payton, Gary";"PG";"HOU"
"Pekovic, Nikola";"C";"MIN"
"Pierce, Paul";"SF";"LAC"
"Plumlee, Marshall";"C";"NYK"
"Plumlee, Mason";"C";"POR"
"Plumlee, Miles";"C";"MIL"
"Poeltl, Jakob";"C";"TOR"
"Pondexter, Quincy";"SG";"NOR"
"Porter, Otto";"SF";"WAS"
"Portis, Bobby";"PF";"CHI"
"Porzingis, Kristaps";"PF";"NYK"
"Powell, Dwight";"PF";"DAL"
"Powell, Norman";"SG";"TOR"
"Poythress, Alex";"SF";"IND"
"Preldzic, Emir";"PF";"CLE"
"Pressey, Phil";"PG";"GSW"
"Prestes, Paulo";"C";"MIN"
"Price, Ronnie";"PG";"OKC"
"Prigioni, Pablo";"PG";"HOU"
"Quarterman, Tim";"SG";"POR"
"Rakovic, Milovan";"PF";"ORL"
"Randle, Chasson";"PG";"NYK"
"Randle, Julius";"PF";"LAL"
"Randolph, Zach";"PF";"MEM"
"Redick, JJ";"SG";"LAC"
"Reed, Willie";"PF";"MIA"
"Richards, Jason";"PG";"MIA"
"Richardson, Josh";"SG";"MIA"
"Richardson, Malachi";"SG";"SAC"
"Rivers, Austin";"PG";"LAC"
"Roberson, Andre";"SG";"OKC"
"Roberts, Brian";"PG";"CHA"
"Robinson, Glenn, III";"SG";"IND"
"Robinson, Thomas";"PF";"LAL"
"Rodriguez, Sergio";"PG";"PHI"
"Rondo, Rajon";"PG";"CHI"
"Rose, Derrick";"PG";"NYK"
"Ross, Terrence";"SF";"TOR"
"Rozier, Terry";"PG";"BOS"
"Rubio, Ricky";"PG";"MIN"
"Rudez, Damjan";"SF";"ORL"
"Rush, Brandon";"SG";"MIN"
"Russell, D'Angelo";"PG";"LAL"
"Sabonis, Domantas";"PF";"OKC"
"Sacre, Robert";"C";"NOR"
"Sampson, JaKarr";"SG";"DEN"
"Saric, Dario";"SF";"PHI"
"Satoransky, Tomas";"SG";"WAS"
"Schroder, Dennis";"PG";"ATL"
"Scola, Luis";"PF";"BKN"
"Scott, Mike";"PF";"ATL"
"Sefolosha, Thabo";"SF";"ATL"
"Seibutis, Renaldas";"SG";"DAL"
"Selden, Wayne";"PG";"MEM"
"Seraphin, Kevin";"C";"IND"
"Sessions, Ramon";"PG";"CHA"
"Shumpert, Iman";"SG";"CLE"
"Siakam, Pascal";"SF";"TOR"
"Simmons, Ben";"SF";"PHI"
"Simmons, Jonathon";"SG";"SAS"
"Sims, Henry";"C";"UTH"
"Singler, E.J.";"SF";"TOR"
"Singler, Kyle";"SF";"OKC"
"Smart, Marcus";"PG";"BOS"
"Smith, Greg";"PF";"MIN"
"Smith, Ish";"PG";"DET"
"Smith, J.R.";"SG";"CLE"
"Smith, Jason";"PF";"WAS"
"Smith-Rivera, D'Vauntes";"PG";"CHI"
"Snell, Tony";"SF";"CHI"
"Solomon, Richard";"PF";"ATL"
"Speights, Marreese";"PF";"LAC"
"Splitter, Tiago";"C";"ATL"
"Stauskas, Nik";"SG";"PHI"
"Stephens, D.J.";"SG";"MEM"
"Stephenson, Lance";"SG";"NOR"
"Stiemsma, Greg";"C";"POR"
"Stokes, Jarnell";"PF";"DEN"
"Stone, Diamond";"C";"LAC"
"Stone, Julyan";"PG";"IND"
"Stuckey, Rodney";"PG";"IND"
"Sulaimon, Rasheed";"PG";"CHA"
"Sullinger, Jared";"C";"TOR"
"Tarczewski, Kaleb";"C";"OKC"
"Tavares, Edy";"C";"ATL"
"Taylor, Isaiah";"PG";"HOU"
"Teague, Jeff";"PG";"IND"
"Teletovic, Mirza";"PF";"MIL"
"Temple, Garrett";"SG";"SAC"
"Terry, Jason";"SG";"MIL"
"Thomas, Isaiah";"PG";"BOS"
"Thomas, Lance";"SF";"NYK"
"Thompson, Hollis";"SG";"PHI"
"Thompson, Jason";"PF";"TOR"
"Thompson, Klay";"SG";"GSW"
"Thompson, Tristan";"C";"CLE"
"Thornton, Marcus";"SG";"WAS"
"Tobey, Mike";"C";"CHA"
"Tokoto, J.P.";"SG";"NYK"
"Tolliver, Anthony";"PF";"SAC"
"Tomic, Ante";"PF";"UTH"
"Toupane, Axel";"SG";"DEN"
"Towns, Karl-Anthony";"C";"MIN"
"Tucker, P.J.";"SF";"PHO"
"Turner, Evan";"SG";"POR"
"Turner, Myles";"PF";"IND"
"Udrih, Beno";"PG";"MIA"
"Ugboaja, Ejike";"PF";"CLE"
"Ulis, Tyler";"PG";"PHO"
"Valanciunas, Jonas";"C";"TOR"
"Valentine, Denzel";"SG";"CHI"
"VanVleet, Fred";"PG";"TOR"
"Varejao, Anderson";"C";"GSW"
"Vasquez, Greivis";"PG";"BKN"
"Vaughn, Rashad";"SG";"MIL"
"Vaulet, Juan";"SF";"BKN"
"Veremeenko, Vladimir";"PF";"WAS"
"Vonleh, Noah";"PF";"POR"
"Vucevic, Nikola";"C";"ORL"
"Vujacic, Sasha";"SG";"NYK"
"Wade, Dwyane";"SG";"CHI"
"Waiters, Dion";"SG";"MIA"
"Walker, Kemba";"PG";"CHA"
"Walkup, Thomas";"SG";"CHI"
"Wall, John";"PG";"WAS"
"Waller-Prince, Taurean";"SF";"ATL"
"Warney, Jameel";"PF";"DAL"
"Warren, T.J.";"SF";"PHO"
"Watson, C.J.";"PG";"ORL"
"Wear, Travis";"SF";"LAL"
"Webb, James";"SF";"PHI"
"Weber, Briante";"PG";"MIA"
"West, David";"PF";"GSW"
"Westbrook, Russell";"PG";"OKC"
"White, Okaro";"PF";"MIA"
"Whitehead, Isaiah";"SG";"BKN"
"Whiteside, Hassan";"C";"MIA"
"Wiggins, Andrew";"SG";"MIN"
"Wilcox, C.J.";"SG";"ORL"
"Williams, Alan";"PF";"PHO"
"Williams, C.J.";"SG";"DAL"
"Williams, Deron";"PG";"DAL"
"Williams, Derrick";"PF";"MIA"
"Williams, Elliot";"SG";"GSW"
"Williams, Lou";"SG";"LAL"
"Williams, Marvin";"PF";"CHA"
"Williams, Troy";"SF";"MEM"
"Wiltjer, Kyle";"PF";"HOU"
"Winslow, Justise";"SF";"MIA"
"Withey, Jeff";"C";"UTH"
"Wolters, Nate";"PG";"DEN"
"Wood, Christian";"PF";"CHA"
"Wood, Scott";"SG";"GSW"
"World Peace, Metta";"SF";"LAL"
"Wright, Brandan";"PF";"MEM"
"Wright, Chris";"SF";"OKC"
"Wright, Delon";"PG";"TOR"
"Wright, Dorell";"SG";"LAC"
"Wroten, Tony";"SG";"MEM"
"Young, James";"SG";"BOS"
"Young, Joseph";"PG";"IND"
"Young, Nick";"SG";"LAL"
"Young, Thaddeus";"SF";"IND"
"Zeisloft, Nick";"SG";"IND"
"Zeller, Cody";"PF";"CHA"
"Zeller, Tyler";"C";"BOS"
"Zimmerman, Stephen";"C";"ORL"
"Zipser, Paul";"SF";"CHI"
"Zubac, Ivica";"C";"LAL"
