"Player";"Position";"Team"
"Young, Sam";"SF";"MEM"
"Young, Thaddeus";"SF";"PHI"
"Adrien, Jeff";"PF";"HOU"
"Aldridge, LaMarcus";"PF";"POR"
"Allen, Lavoy";"PF";"PHI"
"Amundson, Lou";"PF";"IND"
"Andersen, Chris";"PF";"DEN"
"Anderson, Ryan";"PF";"ORL"
"Arthur, Darrell";"PF";"MEM"
"Ayon, Gustavo";"PF";"NOR"
"Barron, Earl";"PF";"GSW"
"Bass, Brandon";"PF";"BOS"
"Battie, Tony";"PF";"PHI"
"Beasley, Michael";"PF";"MIN"
"Biyombo, Bismack";"PF";"CHA"
"Bjelica, Nemanja";"PF";"MIN"
"Blair, DeJuan";"PF";"SAS"
"Bonner, Matt";"PF";"SAS"
"Booker, Trevor";"PF";"WAS"
"Boozer, Carlos";"PF";"CHI"
"Bosh, Chris";"PF";"MIA"
"Brackins, Craig";"PF";"PHI"
"Brand, Elton";"PF";"PHI"
"Brockman, Jon";"PF";"MIL"
"Caracter, Derrick";"PF";"LAL"
"Cardinal, Brian";"PF";"DAL"
"Collins, Dwayne";"PF";"PHO"
"Collison, Nick";"PF";"OKC"
"Cook, Brian";"PF";"LAC"
"Davis, Ed";"PF";"TOR"
"Davis, Glen";"PF";"ORL"
"Diaw, Boris";"PF";"CHA"
"Dragicevic, Tadija";"PF";"UTH"
"Duncan, Tim";"PF";"SAS"
"Evans, Reggie";"PF";"LAC"
"Favors, Derrick";"PF";"UTH"
"Garnett, Kevin";"PF";"BOS"
"Gasol, Pau";"PF";"LAL"
"Gibson, Taj";"PF";"CHI"
"Gooden, Drew";"PF";"MIL"
"Gortat, Marcin";"PF";"PHO"
"Griffin, Blake";"PF";"LAC"
"Hansbrough, Tyler";"PF";"IND"
"Harangody, Luke";"PF";"CLE"
"Harper, Justin";"PF";"ORL"
"Harrington, Al";"PF";"DEN"
"Haslem, Udonis";"PF";"MIA"
"Hayes, Chuck";"PF";"SAC"
"Hickson, J.J.";"PF";"SAC"
"Hill, Jordan";"PF";"HOU"
"Howard, Juwan";"PF";"MIA"
"Humphries, Kris";"PF";"NJN"
"Ibaka, Serge";"PF";"OKC"
"Jamison, Antawn";"PF";"CLE"
"Jeffries, Jared";"PF";"NYK"
"Jianlian, Yi";"PF";"DAL"
"Johnson, Chris";"PF";"POR"
"Johnson, Ivan";"PF";"ATL"
"Johnson, JaJuan";"PF";"BOS"
"Johnson, James";"PF";"TOR"
"Jones, Solomon";"PF";"LAC"
"Landry, Carl";"PF";"NOR"
"Leuer, Jon";"PF";"MIL"
"Lewis, Rashard";"PF";"WAS"
"Love, Kevin";"PF";"MIN"
"Macklin, Vernon";"PF";"DET"
"Marion, Shawn";"PF";"DAL"
"Maxiell, Jason";"PF";"DET"
"McGuire, Dominic";"PF";"GSW"
"McRoberts, Josh";"PF";"LAL"
"Millsap, Paul";"PF";"UTH"
"Morris, Marcus";"PF";"HOU"
"Morris, Markieff";"PF";"PHO"
"Murphy, Troy";"PF";"LAL"
"Najera, Eduardo";"PF";"CHA"
"Nowitzki, Dirk";"PF";"DAL"
"Odom, Lamar";"PF";"DAL"
"Patterson, Patrick";"PF";"HOU"
"Pendergraph, Jeff";"PF";"IND"
"Rakovic, Milovan";"PF";"ORL"
"Randolph, Anthony";"PF";"MIN"
"Randolph, Zach";"PF";"MEM"
"Reid, Ryan";"PF";"OKC"
"Richards, Ryan";"PF";"SAS"
"Sanders, Larry";"PF";"MIL"
"Scola, Luis";"PF";"HOU"
"Seraphin, Kevin";"PF";"WAS"
"Smith, Craig";"PF";"POR"
"Smith, Jason";"PF";"NOR"
"Speights, Marreese";"PF";"MEM"
"Splitter, Tiago";"PF";"SAS"
"Stoudemire, Amar'e";"PF";"NYK"
"Thomas, Kurt";"PF";"POR"
"Thomas, Malcolm";"PF";"SAS"
"Thomas, Tyrus";"PF";"CHA"
"Thompkins, Trey";"PF";"LAC"
"Thompson, Jason";"PF";"SAC"
"Thompson, Tristan";"PF";"CLE"
"Tolliver, Anthony";"PF";"MIN"
"Tomic, Ante";"PF";"UTH"
"Udoh, Ekpe";"PF";"GSW"
"Varnado, Jarvis";"PF";"MIA"
"Villanueva, Charlie";"PF";"DET"
"Warrick, Hakim";"PF";"PHO"
"West, David";"PF";"IND"
"White, D.J.";"PF";"CHA"
"Williams, Derrick";"PF";"MIN"
"Williams, Jordan";"PF";"NJN"
"Williams, Marvin";"PF";"ATL"
"Williams, Sean";"PF";"DAL"
"Williams, Shelden";"PF";"NJN"
"Wright, Brandan";"PF";"DAL"
"Augustin, D.J.";"PG";"CHA"
"Barea, Jose Juan";"PG";"MIN"
"Bayless, Jerryd";"PG";"TOR"
"Beaubois, Roddy";"PG";"DAL"
"Bibby, Mike";"PG";"NYK"
"Billups, Chauncey";"PG";"LAC"
"Blake, Steve";"PG";"LAL"
"Bledsoe, Eric";"PG";"LAC"
"Bradley, Avery";"PG";"BOS"
"Brown, Shannon";"PG";"PHO"
"Burks, Alec";"PG";"UTH"
"Bynum, Will";"PG";"DET"
"Calderon, Jose";"PG";"TOR"
"Carter, Anthony";"PG";"TOR"
"Chalmers, Mario";"PG";"MIA"
"Cole, Norris";"PG";"MIA"
"Collison, Darren";"PG";"IND"
"Conley, Mike";"PG";"MEM"
"Curry, Stephen";"PG";"GSW"
"Davis, Baron";"PG";"NYK"
"Dooling, Keyon";"PG";"BOS"
"Douglas, Toney";"PG";"NYK"
"Dragic, Goran";"PG";"HOU"
"Duhon, Chris";"PG";"ORL"
"Ellis, Monta";"PG";"GSW"
"Evans, Tyreke";"PG";"SAC"
"Farmar, Jordan";"PG";"NJN"
"Felton, Raymond";"PG";"POR"
"Fisher, Derek";"PG";"LAL"
"Flynn, Jonny";"PG";"HOU"
"Ford, T.J.";"PG";"SAS"
"Fortson, Courtney";"PG";"LAC"
"Foye, Randy";"PG";"LAC"
"Fredette, Jimmer";"PG";"SAC"
"Gaines, Sundiata";"PG";"NJN"
"Gibson, Daniel";"PG";"CLE"
"Harris, Devin";"PG";"UTH"
"Higgins, Cory";"PG";"CHA"
"Hill, George";"PG";"IND"
"Hinrich, Kirk";"PG";"ATL"
"Holiday, Jrue";"PG";"PHI"
"Irving, Kyrie";"PG";"CLE"
"Ivey, Royal";"PG";"OKC"
"Jack, Jarrett";"PG";"NOR"
"Jackson, Reggie";"PG";"OKC"
"James, Mike";"PG";"CHI"
"Jenkins, Charles";"PG";"GSW"
"Jennings, Brandon";"PG";"MIL"
"Johnson, Armon";"PG";"POR"
"Johnson, Carldell";"PG";"NOR"
"Joseph, Cory";"PG";"SAS"
"Kidd, Jason";"PG";"DAL"
"Knight, Brandon";"PG";"DET"
"Lawson, Ty";"PG";"DEN"
"Leslie, Travis";"PG";"LAC"
"Lin, Jeremy";"PG";"NYK"
"Livingston, Shaun";"PG";"MIL"
"Lowry, Kyle";"PG";"HOU"
"Lucas, John";"PG";"CHI"
"Mack, Shelvin";"PG";"WAS"
"Maynor, Eric";"PG";"OKC"
"Miller, Andre";"PG";"DEN"
"Morris, Darius";"PG";"LAL"
"Nash, Steve";"PG";"PHO"
"Nelson, Jameer";"PG";"ORL"
"Pargo, Jannero";"PG";"ATL"
"Pargo, Jeremy";"PG";"MEM"
"Parker, Tony";"PG";"SAS"
"Paul, Chris";"PG";"LAC"
"Price, A.J.";"PG";"IND"
"Price, Ronnie";"PG";"PHO"
"Ridnour, Luke";"PG";"MIN"
"Robinson, Nate";"PG";"GSW"
"Rondo, Rajon";"PG";"BOS"
"Rose, Derrick";"PG";"CHI"
"Rubio, Ricky";"PG";"MIN"
"Russell, Walker";"PG";"DET"
"Selby, Josh";"PG";"MEM"
"Sessions, Ramon";"PG";"CLE"
"Shumpert, Iman";"PG";"NYK"
"Sloan, Donald";"PG";"ATL"
"Smith, Nolan";"PG";"POR"
"Stone, Julyan";"PG";"DEN"
"Stuckey, Rodney";"PG";"DET"
"Teague, Jeff";"PG";"ATL"
"Telfair, Sebastian";"PG";"PHO"
"Thomas, Isaiah";"PG";"SAC"
"Tinsley, Jamaal";"PG";"UTH"
"Udrih, Beno";"PG";"MIL"
"Vasquez, Greivis";"PG";"NOR"
"Walker, Kemba";"PG";"CHA"
"Wall, John";"PG";"WAS"
"Watson, C.J.";"PG";"CHI"
"Watson, Earl";"PG";"UTH"
"Westbrook, Russell";"PG";"OKC"
"Williams, Deron";"PG";"NJN"
"Williams, Mo";"PG";"LAC"
"Afflalo, Arron";"SG";"DEN"
"Allen, Ray";"SG";"BOS"
"Allen, Tony";"SG";"MEM"
"Anderson, James";"SG";"SAS"
"Ariza, Trevor";"SG";"NOR"
"Barbosa, Leandro";"SG";"TOR"
"Belinelli, Marco";"SG";"NOR"
"Bell, Raja";"SG";"UTH"
"Brewer, Ronnie";"SG";"CHI"
"Brooks, MarShon";"SG";"NJN"
"Bryant, Kobe";"SG";"LAL"
"Butler, Rasual";"SG";"TOR"
"Carroll, Matt";"SG";"CHA"
"Carter, Vince";"SG";"DAL"
"Cook, Daequan";"SG";"OKC"
"Crawford, Jamal";"SG";"POR"
"Crawford, Jordan";"SG";"WAS"
"Daniels, Marquis";"SG";"BOS"
"DeRozan, DeMar";"SG";"TOR"
"Delfino, Carlos";"SG";"MIL"
"Ellington, Wayne";"SG";"MIN"
"Fernandez, Rudy";"SG";"DEN"
"Fields, Landry";"SG";"NYK"
"Foster, Shan";"SG";"DAL"
"Garcia, Francisco";"SG";"SAC"
"George, Paul";"SG";"IND"
"Ginobili, Manu";"SG";"SAS"
"Gordon, Ben";"SG";"DET"
"Gordon, Eric";"SG";"NOR"
"Goudelock, Andrew";"SG";"LAL"
"Green, Willie";"SG";"ATL"
"Griffin, Adrian";"SG";"MIL"
"Hamilton, Jordan";"SG";"DEN"
"Hamilton, Richard";"SG";"CHI"
"Harden, James";"SG";"OKC"
"Harris, Terrel";"SG";"MIA"
"Henderson, Gerald";"SG";"CHA"
"Henry, Xavier";"SG";"NOR"
"Hobson, Darington";"SG";"MIL"
"Hughes, Larry";"SG";"ORL"
"Iguodala, Andre";"SG";"PHI"
"Johnson, Joe";"SG";"ATL"
"Johnson, Trey";"SG";"NOR"
"Johnson, Wesley";"SG";"MIN"
"Jones, Dahntay";"SG";"IND"
"Jones, Dominique";"SG";"DAL"
"Kapono, Jason";"SG";"LAL"
"Korver, Kyle";"SG";"CHI"
"Lee, Courtney";"SG";"HOU"
"Lee, Malcolm";"SG";"MIN"
"Leonard, Kawhi";"SG";"SAS"
"Liggins, DeAndre";"SG";"ORL"
"Martin, Kevin";"SG";"HOU"
"Mason Jr., Roger";"SG";"WAS"
"Matthews, Wesley";"SG";"POR"
"Mayo, O.J.";"SG";"MEM"
"McGrady, Tracy";"SG";"ATL"
"Meeks, Jodie";"SG";"PHI"
"Moore, E'Twaun";"SG";"BOS"
"Morrow, Anthony";"SG";"NJN"
"Neal, Gary";"SG";"SAS"
"Newley, Brad";"SG";"HOU"
"Parker, Anthony";"SG";"CLE"
"Pavlovic, Sasha";"SG";"BOS"
"Pietrus, Mickael";"SG";"BOS"
"Redd, Michael";"SG";"PHO"
"Redick, J.J.";"SG";"ORL"
"Richardson, Jason";"SG";"ORL"
"Richardson, Quentin";"SG";"ORL"
"Rush, Brandon";"SG";"GSW"
"Seibutis, Renaldas";"SG";"DAL"
"Stephenson, Lance";"SG";"IND"
"Stevenson, DeShawn";"SG";"NJN"
"Terry, Jason";"SG";"DAL"
"Thompson, Klay";"SG";"GSW"
"Thornton, Marcus";"SG";"SAC"
"Turner, Evan";"SG";"PHI"
"Wade, Dwyane";"SG";"MIA"
"Wafer, Von";"SG";"ORL"
"Walker, Bill";"SG";"NYK"
"Webster, Martell";"SG";"MIN"
"West, Delonte";"SG";"DAL"
"Wilkins, Damien";"SG";"DET"
"Williams, Elliot";"SG";"POR"
"Williams, Lou";"SG";"PHI"
"Williams, Terrence";"SG";"HOU"
"Wright, Dorell";"SG";"GSW"
"Young, Nick";"SG";"WAS"
"Green, Jeff";"PF";"BOS"
